UserID,Gender,Age Group,Top 6 most preferred dishes,laksa,Chili Crab,Char Kway Teow,hainanese chicken rice,Sliced Fish Soup,Fish and Chips,Chinese Economy Rice,Japanese Bento,Curry laksa,Yu Sheng,Duck Rice,Fish Head Curry,Bak Kut Teh,Hokkien Mee,Kway Chap,Roti Prata,Black Pepper Crab,Roti John,Cereal Prawn,Beef Kway Teow,Katong laksa,Sambal Stingray,Crab Bee Hoon Soup,Satay,sum
341,Male,55 - 64,"Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Duck Rice, Fish Head Curry, Beef Kway Teow",0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6
485,Female,25 - 54,"Chili Crab, Sliced Fish Soup, Bak Kut Teh, Black Pepper Crab, Cereal Prawn, Sambal Stingray",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,6
640,Male,15 - 24,"Chili Crab, Char Kway Teow, Japanese Bento, Fish Head Curry, Hokkien Mee, Sambal Stingray",0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,6
881,Male,14 and below,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Fish and Chips, Japanese Bento",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
852,Male,14 and below,"Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Hokkien Mee, Satay",0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
380,Male,55 - 64,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Japanese Bento, Duck Rice, Kway Chap",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,6
97,Female,65 and above,"Sliced Fish Soup, Yu Sheng, Duck Rice, Bak Kut Teh, Hokkien Mee, Crab Bee Hoon Soup",0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6
583,Male,25 - 54,"Hainanese Chicken Rice, Fish and Chips, Hokkien Mee, Kway Chap, Black Pepper Crab, Cereal Prawn",0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,6
290,Female,55 - 64,"Fish and Chips, Japanese Bento,Curry laksa, Hokkien Mee, Beef Kway Teow, Crab Bee Hoon Soup",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,6
521,Male,25 - 54,"Laksa , Sliced Fish Soup, Chinese Economy Rice,Curry laksa, Duck Rice, Crab Bee Hoon Soup",1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
245,Female,55 - 64,"Laksa , Char Kway Teow,Curry laksa, Hokkien Mee, Roti Prata, Satay",1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,6
635,Male,15 - 24,"Sliced Fish Soup,Curry laksa, Bak Kut Teh, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,6
786,Female,15 - 24,"Hainanese Chicken Rice, Japanese Bento, Duck Rice, Bak Kut Teh, Cereal Prawn, Crab Bee Hoon Soup",0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,6
333,Male,55 - 64,"Chili Crab, Hainanese Chicken Rice, Fish Head Curry, Hokkien Mee, Black Pepper Crab, Sambal Stingray",0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,6
385,Male,55 - 64,"Char Kway Teow, Hainanese Chicken Rice, Chinese Economy Rice, Bak Kut Teh, Hokkien Mee, Kway Chap",0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6
89,Female,65 and above,"Laksa , Sliced Fish Soup, Chinese Economy Rice, Hokkien Mee, Crab Bee Hoon Soup, Satay",0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6
183,Male,65 and above,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Crab Bee Hoon Soup",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6
552,Male,25 - 54,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Hokkien Mee",0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
283,Female,55 - 64,"Chili Crab, Char Kway Teow, Japanese Bento, Hokkien Mee, Kway Chap, Black Pepper Crab",0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6
37,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,6
421,Female,25 - 54,"Yu Sheng, Duck Rice, Bak Kut Teh, Kway Chap, Roti Prata, Sambal Stingray",0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,6
678,Male,15 - 24,"Hainanese Chicken Rice, Japanese Bento, Roti Prata, katong laksa, Sambal Stingray, Satay",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,6
563,Male,25 - 54,"Laksa , Hainanese Chicken Rice, Japanese Bento,Curry laksa, Roti John, Katong laksa ",1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6
709,Female,15 - 24,"Chili Crab, Hainanese Chicken Rice, Fish and Chips,Curry laksa, Fish Head Curry, Roti Prata",0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
619,Male,15 - 24,"Chili Crab, Duck Rice, Fish Head Curry, Hokkien Mee, Kway Chap, Roti Prata",0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,6
848,Male,14 and below,"Chili Crab, Sliced Fish Soup, Fish and Chips, Japanese Bento, Roti Prata, Satay",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
286,Female,55 - 64,"Laksa , Char Kway Teow, Hainanese Chicken Rice, Fish Head Curry, Hokkien Mee, Katong laksa ",1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6
832,Male,14 and below,"Laksa , Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Bak Kut Teh, Roti Prata",1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
155,Male,65 and above,"Chili Crab, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Sambal Stingray, Crab Bee Hoon Soup",0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6
558,Male,25 - 54,"Chili Crab, Char Kway Teow, Fish and Chips, Duck Rice, Roti John, Sambal Stingray",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6
206,Female,55 - 64,"Laksa , Char Kway Teow, Hainanese Chicken Rice, Fish Head Curry, Hokkien Mee, Katong laksa ",1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6
116,Male,65 and above,"Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, katong laksa, Crab Bee Hoon Soup",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6
902,Female,14 and below,"Laksa , Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Hokkien Mee, Roti Prata",1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
193,Male,65 and above,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Katong laksa",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6
122,Male,65 and above,"Chili Crab, Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Duck Rice, Fish Head Curry",0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6
792,Female,15 - 24,"Char Kway Teow, Hainanese Chicken Rice, Hokkien Mee, Roti Prata, Roti John, Sambal Stingray",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,6
637,Male,15 - 24,"Hainanese Chicken Rice, Fish and Chips, Bak Kut Teh, Roti Prata, Sambal Stingray, Satay",0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,6
686,Male,15 - 24,"Chili Crab, Bak Kut Teh, Kway Chap, Cereal Prawn, katong laksa, Sambal Stingray",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,6
921,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Yu Sheng, Cereal Prawn, Satay",0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6
862,Male,14 and below,"Fish and Chips, Japanese Bento, Fish Head Curry, Hokkien Mee, Cereal Prawn, Katong laksa ",0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,6
196,Male,65 and above,"Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Kway Chap, Crab Bee Hoon Soup",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6
491,Female,25 - 54,"Chili Crab, Char Kway Teow, Chinese Economy Rice, Japanese Bento, Duck Rice, Hokkien Mee",0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
355,Male,55 - 64,"Chili Crab, Hainanese Chicken Rice, Fish and Chips, Black Pepper Crab, Cereal Prawn, Katong laksa ",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6
869,Male,14 and below,"Hainanese Chicken Rice, Japanese Bento, Fish Head Curry, Cereal Prawn, Sambal Stingray, Satay",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,6
969,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Kway Chap, Roti Prata, Satay",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,6
338,Male,55 - 64,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Japanese Bento, Duck Rice, Kway Chap",0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
982,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Hokkien Mee, Cereal Prawn, Crab Bee Hoon Soup",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6
617,Male,15 - 24,"Fish and Chips, Japanese Bento, Yu Sheng, Hokkien Mee, Kway Chap, Cereal Prawn",0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6
980,Female,14 and below,"Sliced Fish Soup, Fish and Chips, Japanese Bento,Curry laksa, Hokkien Mee, Roti Prata",0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
870,Male,14 and below,"Laksa , Hainanese Chicken Rice, Sliced Fish Soup, Fish Head Curry, Roti Prata, Beef Kway Teow",1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6
413,Female,25 - 54,"Chili Crab, Sliced Fish Soup, Bak Kut Teh, Black Pepper Crab, Cereal Prawn, Sambal Stingray",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,6
801,Male,14 and below,"Laksa , Fish and Chips,Curry laksa, Bak Kut Teh, Roti Prata, Katong laksa ",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6
843,Male,14 and below,"Laksa , Hainanese Chicken Rice, Fish and Chips, Fish Head Curry, Beef Kway Teow, Sambal Stingray",1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6
913,Female,14 and below,"Roti John, Cereal Prawn, katong laksa, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,6
312,Male,55 - 64,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Black Pepper Crab, katong laksa, Sambal Stingray",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6
507,Male,25 - 54,"Chili Crab, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Hokkien Mee, Roti Prata",0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
123,Male,65 and above,"Chili Crab, Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Black Pepper Crab, Beef Kway Teow",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
335,Male,55 - 64,"Hainanese Chicken Rice, Fish Head Curry, Roti Prata, Roti John, Sambal Stingray, Satay",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,6
737,Female,15 - 24,"Laksa , Chili Crab, Japanese Bento, Kway Chap, Roti Prata, Sambal Stingray",1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,6
758,Female,15 - 24,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento,Curry laksa, Duck Rice, Hokkien Mee",0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
728,Female,15 - 24,"Laksa , Hainanese Chicken Rice,Curry laksa, Fish Head Curry, Bak Kut Teh, Hokkien Mee",1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6
435,Female,25 - 54,"Laksa , Sliced Fish Soup, Hokkien Mee, Sambal Stingray, Crab Bee Hoon Soup, Satay",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6
371,Male,55 - 64,"Laksa , Char Kway Teow, Chinese Economy Rice, Duck Rice, Hokkien Mee, Beef Kway Teow",1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,6
741,Female,15 - 24,"Laksa , Hainanese Chicken Rice,Curry laksa, Roti Prata, Roti John, Satay",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6
802,Male,14 and below,"Hainanese Chicken Rice, Chinese Economy Rice, Japanese Bento,Curry laksa, Bak Kut Teh, Roti Prata",0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
899,Male,14 and below,"Hainanese Chicken Rice, Fish and Chips, Chinese Economy Rice, Hokkien Mee, Roti Prata, Cereal Prawn",0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6
944,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Duck Rice, Roti Prata, Satay",0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6
34,Female,65 and above,"Laksa , Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, katong laksa, Crab Bee Hoon Soup",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6
246,Female,55 - 64,"Laksa , Char Kway Teow, Hainanese Chicken Rice, Fish Head Curry, Hokkien Mee, Katong laksa ",1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6
883,Male,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Roti Prata, Cereal Prawn, Satay",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6
157,Male,65 and above,"Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Duck Rice, Bak Kut Teh, Crab Bee Hoon Soup",0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,6
502,Male,25 - 54,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Bak Kut Teh, Hokkien Mee, Katong laksa ",0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6
687,Male,15 - 24,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Hokkien Mee, Cereal Prawn",0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
926,Female,14 and below,"Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips, Japanese Bento, Hokkien Mee, Cereal Prawn",0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
84,Female,65 and above,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Crab Bee Hoon Soup",0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
746,Female,15 - 24,"Laksa , Hainanese Chicken Rice, Duck Rice, Hokkien Mee, katong laksa, Crab Bee Hoon Soup",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,6
465,Female,25 - 54,"Laksa , Sliced Fish Soup, Japanese Bento, Hokkien Mee, Cereal Prawn, Crab Bee Hoon Soup",1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
496,Female,25 - 54,"Laksa , Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Yu Sheng, Fish Head Curry",1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
512,Male,25 - 54,"Laksa , Hainanese Chicken Rice,Curry laksa, Yu Sheng, Hokkien Mee, Black Pepper Crab",1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6
366,Male,55 - 64,"Sliced Fish Soup, Japanese Bento, Kway Chap, Cereal Prawn, Sambal Stingray, Satay",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,6
633,Male,15 - 24,"Laksa , Char Kway Teow, Bak Kut Teh, Hokkien Mee, Cereal Prawn, Sambal Stingray",1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,6
222,Female,55 - 64,"Laksa , Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Fish and Chips",1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
498,Female,25 - 54,"Chili Crab, Char Kway Teow, Fish and Chips, Japanese Bento, Black Pepper Crab, Crab Bee Hoon Soup",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
259,Female,55 - 64,"Laksa , Char Kway Teow, Japanese Bento, Fish Head Curry, Cereal Prawn, Katong laksa ",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6
160,Male,65 and above,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Crab Bee Hoon Soup",0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,6
708,Female,15 - 24,"Laksa ,Curry laksa, Bak Kut Teh, Hokkien Mee, Roti Prata, Satay",1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,6
965,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Chinese Economy Rice, Japanese Bento, Hokkien Mee, Roti Prata",0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
260,Female,55 - 64,"Laksa , Japanese Bento, Fish Head Curry, Kway Chap, Black Pepper Crab, Satay",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,6
528,Male,25 - 54,"Chili Crab, Char Kway Teow, Fish and Chips, Duck Rice, Roti John, Sambal Stingray",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6
857,Male,14 and below,"Char Kway Teow, Fish and Chips, Roti Prata, Roti John, Sambal Stingray, Satay",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,6
886,Male,14 and below,"Laksa , Sliced Fish Soup, Fish and Chips, Japanese Bento, Hokkien Mee, Cereal Prawn",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6
655,Male,15 - 24,"Chili Crab, Char Kway Teow, Hainanese Chicken Rice, Bak Kut Teh, Sambal Stingray, Satay",0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6
605,Male,15 - 24,"Laksa , Chili Crab, Hainanese Chicken Rice, Fish and Chips, Hokkien Mee, Roti Prata",1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6
789,Female,15 - 24,"Char Kway Teow, Hainanese Chicken Rice, Japanese Bento, Kway Chap, Roti Prata, Beef Kway Teow",0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6
226,Female,55 - 64,"Laksa , Char Kway Teow, Hainanese Chicken Rice, Fish Head Curry, Hokkien Mee, Katong laksa ",1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
705,Female,15 - 24,"Fish and Chips, Japanese Bento, Duck Rice, Bak Kut Teh, Hokkien Mee, Satay",0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,6
23,Female,65 and above,"Sliced Fish Soup, Yu Sheng, Duck Rice, Bak Kut Teh, Hokkien Mee, Crab Bee Hoon Soup",0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,6
14,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Japanese Bento, Yu Sheng, Bak Kut Teh, Crab Bee Hoon Soup",0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
680,Male,15 - 24,"Fish and Chips, Chinese Economy Rice, Japanese Bento, Duck Rice, Bak Kut Teh, Hokkien Mee",0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6
270,Female,55 - 64,"Fish and Chips, Japanese Bento,Curry laksa, Hokkien Mee, Beef Kway Teow, Crab Bee Hoon Soup",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,6
82,Female,65 and above,"Chili Crab, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Kway Chap, Crab Bee Hoon Soup",0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
847,Male,14 and below,"Hainanese Chicken Rice, Fish and Chips, Japanese Bento, Roti Prata, Cereal Prawn, Satay",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6
439,Female,25 - 54,"Sliced Fish Soup,Curry laksa, Fish Head Curry, Sambal Stingray, Crab Bee Hoon Soup, Satay",0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6
761,Female,15 - 24,"Laksa , Hainanese Chicken Rice, Fish and Chips, Roti Prata, Black Pepper Crab, Satay",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6
632,Male,15 - 24,"Fish and Chips, Chinese Economy Rice, Japanese Bento, Duck Rice, Bak Kut Teh, Hokkien Mee",0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,6
64,Female,65 and above,"Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Hokkien Mee, katong laksa, Crab Bee Hoon Soup",0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,6
119,Male,65 and above,"Sliced Fish Soup, Bak Kut Teh, Kway Chap, Black Pepper Crab, katong laksa, Crab Bee Hoon Soup",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,6
305,Male,55 - 64,"Chili Crab, Duck Rice, Fish Head Curry, Bak Kut Teh, Hokkien Mee, Black Pepper Crab",0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,6
739,Female,15 - 24,"Hainanese Chicken Rice, Hokkien Mee, Roti Prata, Black Pepper Crab, Sambal Stingray, Satay",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,6
181,Male,65 and above,"Char Kway Teow, Hainanese Chicken Rice, Sliced Fish Soup, Bak Kut Teh, Sambal Stingray, Crab Bee Hoon Soup",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6
968,Female,14 and below,"Hainanese Chicken Rice, Fish and Chips, Hokkien Mee, Roti Prata, Sambal Stingray, Satay",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,6
520,Male,25 - 54,"Char Kway Teow, Hainanese Chicken Rice, Roti John, Cereal Prawn, Sambal Stingray, Satay",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,6
67,Female,65 and above,"Hainanese Chicken Rice, Sliced Fish Soup, Chinese Economy Rice, Yu Sheng, Bak Kut Teh, Hokkien Mee",0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,6
166,Male,65 and above,"Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, katong laksa, Crab Bee Hoon Soup",0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
100,Female,65 and above,"Laksa , Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, katong laksa, Crab Bee Hoon Soup",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6
223,Female,55 - 64,"Chili Crab, Char Kway Teow, Japanese Bento, Hokkien Mee, Kway Chap, Black Pepper Crab",0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6
92,Female,65 and above,"Char Kway Teow, Sliced Fish Soup, Chinese Economy Rice, Bak Kut Teh, Kway Chap, Roti Prata",0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6
419,Female,25 - 54,"Chili Crab, Char Kway Teow, Chinese Economy Rice, Japanese Bento, Duck Rice, Hokkien Mee",0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6
963,Female,14 and below,"Hainanese Chicken Rice, Bak Kut Teh, Hokkien Mee, Kway Chap, Roti Prata, Satay",0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,6
