UserID,Gender,Age Group,Top 6 most preferred style,Artsy Style (F),Biker Style (F),Bohemian Style (F),Casual Style (F),Chic Style (F),Classy Style (F),Comfy Style (F),Ethnic Style (F),Evening Style (F),Formal Office Style (F),Girl Next Door Style (F),Grunge Style (F),Hip Hop Style (F),Indie Style (F),Kpop Style (F),Lolita Style (F),Preppy Style (F),Punk Style (F),Sexy Style (F),Sporty Style (F),Streetwear Style (F),Vacation Style (F),Vintage Style (F),Y2k Style (F),Artsy Style (M),Biker Style (M),Bohemian Style (M),Boy Next Door Style (M),Casual Style (M),Chic Style (M),Classy Style (M),Comfy Style (M),Ethnic Style (M),Evening Style (M),Formal Office Style (M),Grunge Style (M),Hip Hop Style (M),Indie Style (M),Ivy Style (M),Preppy Style (M),Punk Style (M),Rugged Style (M),Sporty Style (M),Streetwear Style (M),Vacation Style (M),Varsity Style (M),Vintage Style (M),Y2k Style (M),sum
230,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Hip Hop Style (M), Indie Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6
231,Female,25 - 54,"Biker Style (F), Classy Style (F), Evening Style (F), Grunge Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
232,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Chic Style (M), Comfy Style (M), Hip Hop Style (M), Sporty Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
233,Female,15 - 24,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
234,Female,15 - 24,"Artsy Style (F), Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Streetwear Style (F)",1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
235,Female,25 - 54,"Biker Style (F), Classy Style (F), Evening Style (F), Grunge Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
236,Female,55 - 64,"Artsy Style (F), Bohemian Style (F), Ethnic Style (F), Lolita Style (F), Vintage Style (F), Y2k Style (F)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
237,Male,14 and below,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Preppy Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6
238,Male,25 - 54,"Artsy Style (M), Grunge Style (M), Hip Hop Style (M), Ivy Style (M), Sporty Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,6
239,Male,14 and below,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6
240,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Hip Hop Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6
241,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Indie Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6
242,Male,14 and below,"Bohemian Style (M), Ethnic Style (M), Grunge Style (M), Indie Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,6
243,Male,15 - 24,"Artsy Style (M), Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Grunge Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6
244,Male,65 and above,"Biker Style (M), Classy Style (M), Ethnic Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
245,Female,25 - 54,"Artsy Style (F), Bohemian Style (F), Chic Style (F), Ethnic Style (F), Evening Style (F), Lolita Style (F)",1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
246,Male,14 and below,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6
247,Male,14 and below,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6
248,Female,14 and below,"Indie Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F), Punk Style (F), Y2k Style (F)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
249,Female,14 and below,"Artsy Style (F), Comfy Style (F), Kpop Style (F), Punk Style (F), Streetwear Style (F), Vintage Style (F)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
250,Male,14 and below,"Grunge Style (M), Indie Style (M), Ivy Style (M), Varsity Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,6
251,Male,14 and below,"Biker Style (M), Boy Next Door Style (M), Comfy Style (M), Hip Hop Style (M), Streetwear Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6
252,Female,25 - 54,"Casual Style (F), Chic Style (F), Classy Style (F), Comfy Style (F), Formal Office Style (F), Girl Next Door Style (F)",0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
253,Female,25 - 54,"Casual Style (F), Chic Style (F), Classy Style (F), Comfy Style (F), Formal Office Style (F), Girl Next Door Style (F)",0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
254,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Indie Style (M), Preppy Style (M), Rugged Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,6
255,Male,65 and above,"Bohemian Style (M), Boy Next Door Style (M), Punk Style (M), Streetwear Style (M), Varsity Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,6
256,Male,14 and below,"Biker Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Ivy Style (M), Rugged Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6
257,Male,14 and below,"Bohemian Style (M), Casual Style (M), Comfy Style (M), Preppy Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6
258,Male,14 and below,"Biker Style (M), Grunge Style (M), Hip Hop Style (M), Punk Style (M), Rugged Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,6
259,Male,14 and below,"Grunge Style (M), Indie Style (M), Rugged Style (M), Sporty Style (M), Streetwear Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,6
260,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Hip Hop Style (M), Sporty Style (M), Vacation Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6
261,Male,14 and below,"Artsy Style (M), Hip Hop Style (M), Indie Style (M), Streetwear Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,6
262,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Formal Office Style (M), Sporty Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,6
263,Male,15 - 24,"Artsy Style (M), Casual Style (M), Classy Style (M), Comfy Style (M), Hip Hop Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6
264,Male,14 and below,"Grunge Style (M), Ivy Style (M), Rugged Style (M), Streetwear Style (M), Varsity Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,6
265,Female,14 and below,"Biker Style (F), Casual Style (F), Hip Hop Style (F), Indie Style (F), Streetwear Style (F), Y2k Style (F)",0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
266,Female,14 and below,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Hip Hop Style (F), Streetwear Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
267,Male,14 and below,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Indie Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6
268,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Hip Hop Style (M), Preppy Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6
269,Male,14 and below,"Chic Style (M), Hip Hop Style (M), Indie Style (M), Streetwear Style (M), Varsity Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,6
270,Female,14 and below,"Artsy Style (F), Biker Style (F), Girl Next Door Style (F), Indie Style (F), Vintage Style (F), Y2k Style (F)",1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
271,Female,14 and below,"Biker Style (F), Chic Style (F), Classy Style (F), Hip Hop Style (F), Punk Style (F), Streetwear Style (F)",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
272,Female,14 and below,"Bohemian Style (F), Casual Style (F), Ethnic Style (F), Grunge Style (F), Vacation Style (F), Vintage Style (F)",0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
273,Male,14 and below,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Hip Hop Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6
274,Male,14 and below,"Biker Style (M), Chic Style (M), Classy Style (M), Punk Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6
275,Male,14 and below,"Artsy Style (M), Bohemian Style (M), Casual Style (M), Comfy Style (M), Preppy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6
276,Male,14 and below,"Casual Style (M), Comfy Style (M), Grunge Style (M), Hip Hop Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,6
277,Male,14 and below,"Artsy Style (M), Bohemian Style (M), Hip Hop Style (M), Indie Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6
278,Male,14 and below,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Hip Hop Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6
279,Male,15 - 24,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Indie Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6
280,Male,15 - 24,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Ethnic Style (M), Evening Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
281,Male,15 - 24,"Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6
282,Male,15 - 24,"Casual Style (M), Chic Style (M), Classy Style (M), Evening Style (M), Formal Office Style (M), Ivy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6
283,Male,15 - 24,"Boy Next Door Style (M), Casual Style (M), Grunge Style (M), Indie Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,6
284,Male,15 - 24,"Casual Style (M), Hip Hop Style (M), Sporty Style (M), Varsity Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,6
285,Male,15 - 24,"Artsy Style (M), Bohemian Style (M), Boy Next Door Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6
286,Male,15 - 24,"Classy Style (M), Formal Office Style (M), Grunge Style (M), Indie Style (M), Ivy Style (M), Rugged Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,6
287,Male,15 - 24,"Boy Next Door Style (M), Indie Style (M), Ivy Style (M), Preppy Style (M), Vacation Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,6
288,Female,14 and below,"Ethnic Style (F), Evening Style (F), Girl Next Door Style (F), Preppy Style (F), Vintage Style (F), Y2k Style (F)",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
289,Female,14 and below,"Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Girl Next Door Style (F), Sexy Style (F)",0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
290,Female,14 and below,"Casual Style (F), Chic Style (F), Classy Style (F), Formal Office Style (F), Sexy Style (F), Sporty Style (F)",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
291,Female,14 and below,"Girl Next Door Style (F), Hip Hop Style (F), Indie Style (F), Kpop Style (F), Lolita Style (F), Preppy Style (F)",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
292,Female,14 and below,"Artsy Style (F), Biker Style (F), Grunge Style (F), Indie Style (F), Vintage Style (F), Y2k Style (F)",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
293,Female,14 and below,"Comfy Style (F), Hip Hop Style (F), Indie Style (F), Streetwear Style (F), Vacation Style (F), Y2k Style (F)",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
294,Male,15 - 24,"Biker Style (M), Hip Hop Style (M), Punk Style (M), Streetwear Style (M), Varsity Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,6
295,Male,15 - 24,"Classy Style (M), Formal Office Style (M), Indie Style (M), Ivy Style (M), Rugged Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,6
296,Male,15 - 24,"Casual Style (M), Comfy Style (M), Hip Hop Style (M), Sporty Style (M), Streetwear Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,6
297,Female,65 and above,"Casual Style (F), Chic Style (F), Classy Style (F), Comfy Style (F), Girl Next Door Style (F), Sporty Style (F)",0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
298,Female,65 and above,"Casual Style (F), Classy Style (F), Comfy Style (F), Girl Next Door Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
299,Male,15 - 24,"Biker Style (M), Chic Style (M), Classy Style (M), Hip Hop Style (M), Streetwear Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6
300,Male,15 - 24,"Artsy Style (M), Bohemian Style (M), Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Vacation Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
301,Male,15 - 24,"Indie Style (M), Ivy Style (M), Preppy Style (M), Rugged Style (M), Sporty Style (M), Varsity Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,6
302,Male,15 - 24,"Artsy Style (M), Bohemian Style (M), Hip Hop Style (M), Indie Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6
303,Female,14 and below,"Casual Style (F), Chic Style (F), Classy Style (F), Girl Next Door Style (F), Sexy Style (F), Sporty Style (F)",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
304,Female,14 and below,"Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F), Vacation Style (F)",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
305,Female,14 and below,"Chic Style (F), Classy Style (F), Evening Style (F), Formal Office Style (F), Sexy Style (F), Vacation Style (F)",0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
306,Female,14 and below,"Casual Style (F), Comfy Style (F), Girl Next Door Style (F), Sexy Style (F), Sporty Style (F), Vacation Style (F)",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
307,Male,15 - 24,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Indie Style (M), Vintage Style (M), Y2k Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,6
308,Male,25 - 54,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Classy Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6
309,Male,25 - 54,"Biker Style (M), Chic Style (M), Evening Style (M), Ivy Style (M), Punk Style (M), Streetwear Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,6
310,Male,25 - 54,"Artsy Style (M), Bohemian Style (M), Chic Style (M), Preppy Style (M), Vacation Style (M), Vintage Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6
311,Male,25 - 54,"Boy Next Door Style (M), Casual Style (M), Comfy Style (M), Hip Hop Style (M), Indie Style (M), Preppy Style (M)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6
